group_id,group_name
120363400886761090@g.us,"巫筆 Trial X 東華三院姚達之紀念小學（元朗）"
120363418241216083@g.us,"巫筆 Trial X 聖公會聖雅各小學"
120363322740773961@g.us,"巫筆 x 和富慈善基金李宗德小學"
120363404528037176@g.us,"巫筆 Trial X 聖公會榮真小學"
120363401986115704@g.us,"巫筆 Trial X 聖公會主愛小學"
120363419740120296@g.us,"巫筆 Trial X 中華基督教會基慧小學"
120363407522128512@g.us,"巫筆 Trial X 聖公會聖彼得小學"
120363419307400800@g.us,"巫筆Trial 小學 X 嘉諾撒聖瑪利學校"
120363422820943470@g.us,"巫筆 Trial X 聖公會聖彼得小學"
120363404533424503@g.us,"巫筆 Trial X協恩中學附屬小學"
120363406832494705@g.us,"巫筆 Trial X 沙田圍胡素貞博士紀念學校"
120363423052277875@g.us,"巫筆 Trial X 瑪利灣學校（小學部）"
120363315365054083@g.us,"「巫筆」x 基顯小學"
120363424405863353@g.us,"巫筆 Trial X 荃灣公立何傳耀紀念小學"
120363423780463537@g.us,"巫筆 Trial X 香港道教聯合會圓玄學院石圍角小學"
120363281399447655@g.us,"巫筆 X 仁濟醫院羅陳楚思小學"
120363418234763269@g.us,"巫筆 Trial X 保良局陳南昌夫人小學"
120363421048034863@g.us,"巫筆 Trial X 京斯敦國際學校"
120363423542836248@g.us,"巫筆 澳門小學Trial X 澳門中華總商會附設青洲中學"
120363422657732650@g.us,"巫筆 Trial X 深水埗官立小學"
120363403934453986@g.us,"巫筆 Trial X 循理會美林小學"
120363402832182204@g.us,"巫筆 Trial X 保良局田家炳小學"
120363420926718275@g.us,"巫筆 澳門小學 X 東南學校"
120363368605312752@g.us,"巫筆 Trial X 五邑工商總會學校"
120363404779858837@g.us,"HKACE x 巫筆 newsletter"
120363314458640633@g.us,"「巫筆VIP」任老師"
120363422146917200@g.us,"MOBUT -TWGHsCMT College"
120363402431943233@g.us,"「巫筆VIP」 天主教聖安德肋小學"
120363314538037535@g.us,"巫筆 英文 X 聖類斯中學"
120363401359060294@g.us,"「巫筆VIP」 五旬節聖潔會永光小學"
120363367595584440@g.us,"「巫筆VIP」X 香港普通話研習社科技創意小學"
120363406829240353@g.us,"BytePlus x Mobut new"
120363424147471255@g.us,"巫筆 英文Trial X 胡素貞博士紀念學校"
120363318191146725@g.us,"巫筆 英文 X路德會西門英材中學"
120363420046373370@g.us,"巫筆 Trial X 匡智張玉瓊晨輝學校"
120363401929793600@g.us,"巫筆 Trial X 聖馬可中學"
120363417975876896@g.us,"巫筆 Trial X 長沙灣天主教英文中學"
120363420806869123@g.us,"巫筆 Trial X 嗇色園主辦可信學校"
120363402161166624@g.us,"巫筆 Trial X 惠僑英文中學"
120363402535809492@g.us,"巫筆 Trial X 元朗公立中學"
120363405889268681@g.us,"巫筆 Trial X 光明學校"
120363401639821142@g.us,"「巫筆VIP」 蘇浙小學"
120363402977483708@g.us,"「巫筆VIP」 香港真光中學附屬小學暨幼稚園"
120363421224471919@g.us,"巫筆 Trial X 油蔴地天主教小學(海泓道)"
120363425513699967@g.us,"巫筆 Trial X 聖公會何澤芸小學"
120363406843907700@g.us,"香港酒店品牌推廣群🍊21"
120363401430213554@g.us,"「巫筆VIP」慕光英文書院"
120363402245160618@g.us,"「巫筆VIP」 X 真鐸學校"
120363368578777973@g.us,"「巫筆VIP」東華三院鄧肇堅小學"
120363418200146859@g.us,"「巫筆VIP」 寶血小學"
120363401611846924@g.us,"「巫筆VIP」X 循理會白普理基金循理小學"
120363420193096328@g.us,"「巫筆VIP」X 中華傳道會呂明才小學"
120363406031408167@g.us,"「巫筆 VIP」X 保良局蕭漢森小學"
120363418868407532@g.us,"「巫筆VIP」 聖伯多祿天主教小學"
120363422556015646@g.us,"「巫筆VIP」 高主教書院（小學部）"
120363401900850766@g.us,"「巫筆VIP」 東莞工商總會張煌偉小學"
120363406599466002@g.us,"巫筆 英文Trial X 藍田循道衛理小學"
120363405796351579@g.us,"巫筆Trial X 保良局雨川小學"
120363366688086759@g.us,"巫筆 Trial x 靈糧堂劉梅軒中學"
120363426286825126@g.us,"巫筆 Trial X 瑪利灣學校（中學部）"
120363421309819757@g.us,"巫筆 Trial X 路德會沙崙學校"
120363422192430689@g.us,"巫筆 Trial X 沙田崇真學校"
120363402090645412@g.us,"巫筆 澳門Trial X 嘉諾撒聖心英文中學"
120363373493875042@g.us,"巫筆Trial X 禮賢會彭學高紀念中學"
120363420537488212@g.us,"巫筆 澳門小學Trial X 澳門嘉諾撒聖心學校"
120363400601663607@g.us,"巫筆 澳門小學Trial X 沙梨頭坊眾學校"
120363419169353188@g.us,"巫筆 (English) x 安柱 trial"
120363421219493062@g.us,"巫筆 Trial X 聖安多尼學校"
120363418104890701@g.us,"巫筆 Trial X 九龍塘天主教華德學校"
120363397717863570@g.us,"巫筆 X 展澳 X 澳門培華"
120363400489314046@g.us,"巫筆 Trial X 樂善堂梁黃蕙芳紀念學校"
120363419958115771@g.us,"巫筆 Trial X 寶血會培靈學校"
120363402753438628@g.us,"巫筆 澳門小學Trial X 九澳聖若瑟學校"
120363323554660279@g.us,"「巫筆」x 基督教香港信義會禾輋信義學校"
120363248104877457@g.us,"巫筆 x St Paul ✍🏻"
120363404069639358@g.us,"巫筆 Trial X 基督教香港信義會禾輋信義學校"
120363421578494136@g.us,"巫筆 Trial X 寶血會伍季明紀念學校"
120363421690019457@g.us,"巫筆 澳門Trial X 澳門浸信中學"
120363423135264998@g.us,"巫筆 Trial X 救世軍田家炳學校"
120363422084348609@g.us,"巫筆 Trial X 救世軍田家炳學校"
120363418527796777@g.us,"巫筆 澳門Trial X 澳門嘉諾撒聖心英文中學"
120363418557659323@g.us,"「巫筆VIP」 澳門聖若瑟教區中學第六校"
120363421673332505@g.us,"巫筆 Trial X 鐘聲學校"
120363421852227932@g.us,"巫筆 Trial X 慈航學校"
120363403298044694@g.us,"巫筆 Trial X 澳門創新中學"
120363420492971102@g.us,"巫筆 Trial X 大埔舊墟公立學校"
120363402985335660@g.us,"巫筆 澳門Trial X 聖公會中學（澳門）"
120363426368826738@g.us,"巫筆 Trial X 澳門慈幼中學"
120363423848568942@g.us,"巫筆 Trial X 香港四邑商工總會黃棣珊紀念中學"
120363423267111778@g.us,"巫筆 小學英文Trial X 香港真光中學附屬小學暨幼稚園"
120363407143972438@g.us,"巫筆 Trial X 深圳南山中英文學校協同港籍學生部"
120363401740349507@g.us,"巫筆 Trial X 靈糧堂劉梅軒中學"
120363293463957866@g.us,"「巫筆VIP」裘錦秋中學 (元朗)"
120363404985261073@g.us,"巫筆 Trial X 深井天主教小學"
120363419738511970@g.us,"巫筆 Trial X 中華基督教會基元中學"
120363416229839339@g.us,"巫筆 Trial X 播道書院"
120363404013828035@g.us,"巫筆 Trial X 漢華中學"
120363419449346900@g.us,"巫筆 Trial X 救世軍中原慈善基金皇后山學校"
120363401580935675@g.us,"巫筆 Trial X 鳳溪廖潤琛紀念學校"
120363420331971357@g.us,"巫筆 Trial X上水惠州公立學校"
120363422336088017@g.us,"【巫筆專業交流】巫筆衝刺月2026💪🏻"
120363407331825732@g.us,"巫筆English"
120363331032873707@g.us,"「巫筆VIP」 ANSON"
120363419588832719@g.us,"巫筆 Trial X 天主教崇德英文書院"
120363179002807305@g.us,"翻協 x 中國語文"
120363179108399973@g.us,"翻協 FlipEdu Community 📣"
120363421544305147@g.us,"巫筆 Trial X 香港培正小學 2025-26"
120363386561814250@g.us,"「巫筆VIP」 X 聖公會仁立紀念小學"
120363418962013806@g.us,"巫筆 Trial X 慈幼英文學校"
120363401952509180@g.us,"「巫筆 VIP」X 寶血會上智英文書院"
120363416662770086@g.us,"巫筆 x MU 曾老師"
120363419040110358@g.us,"「巫筆 英文VIP」葵涌循道中學"
120363404661777334@g.us,"巫筆 x thomas"
120363424856188082@g.us,"巫筆X 董博士"
120363406604091466@g.us,"‎‪Chris、Log G和+852 2104 8260"
120363423882085832@g.us,"沙官中文科付費支援🙏🏻"
120363268616363534@g.us,"Prompt Team 📖💻⚡️"
120363301714173064@g.us,"Mobut Prompt Team 💻📚"
120363402151210278@g.us,"小學英文 consultation"
120363400775597206@g.us,"巫筆 Trial X 香港培正小學"
120363400050774361@g.us,"巫筆 英文Trial X 保良局馬錦明中學"
120363418428413203@g.us,"巫筆 英文Trial X 樂善堂楊葛小琳中學"
120363401239088756@g.us,"巫筆 x 潘生"
120363405878290388@g.us,"「巫筆 英文VIP」 東華三院張明添中學"
120363417464907546@g.us,"「巫筆 英文VIP」  新界西貢坑口區鄭植之中學"
120363402675335489@g.us,"巫筆 Trial X 啟思小學"
120363332475900179@g.us,"巫筆X 董博士 頓悟神筆"
120363401995140923@g.us,"‎‪Joey~~~、KenTsui和Log G"
120363421087980650@g.us,"「巫筆 英文VIP」 靈糧堂怡文中學"
120363276432217999@g.us,"「巫筆VIP」Grace"
120363422723897074@g.us,"巫筆 Trial X 坪洲聖家小學"
120363404074592629@g.us,"巫筆 Trial X 聖公會德田李兆強小學"
120363404641434977@g.us,"巫筆 Trial X 路德會呂祥光小學"
120363420287079186@g.us,"巫筆 Trial X 基督教聖約教會堅樂小學"
120363402547776240@g.us,"巫筆 Trial x 伊利沙伯中學舊生會小學"
120363421486225072@g.us,"巫筆 Trial X 東華三院蔡榮星小學"
120363418485450596@g.us,"巫筆 Trial X 浸信會沙田圍呂明才小學"
120363316672807832@g.us,"「巫筆VIP」 Carina"
120363419695642794@g.us,"巫筆 Trial X 宣道會陳朱素華紀念中學"
120363175941109529@g.us,"Erya 第一代"
120363178492510534@g.us,"中文文化學習群Al"
120363180946159529@g.us,"譚老師x donald x log g"
120363184656171673@g.us,"AI中文寫作"
120363185096464150@g.us,"Joanne group"
120363185734172193@g.us,"AI教學先鋒小隊🪖"
120363191699776036@g.us,"巫筆 ai 先鋒🤣"
120363193340622824@g.us,"Mobut support for 朱sir"
120363202802051639@g.us,"Donald log g同埋Miss Chen!!!"
120363215185999456@g.us,"「巫筆課程」 - 天水圍循道衛理中學"
120363245632063001@g.us,"巫筆support for 吳主任 伍少梅"
120363253384822057@g.us,"Callie Group"
120363260855380674@g.us,"巫筆 miss fu support group"
120363264048471579@g.us,"AI 巫筆 x 郭中 中文科"
120363265767493456@g.us,"詠儀老師 巫筆 Support group"
120363266941968106@g.us,"Mobut V7 support group"
120363274914396129@g.us,"Unknown Group"
120363277864186515@g.us,"Grace pr for 巫筆🚀"
120363284006532179@g.us,"「巫筆」x HKACE 交流群組"
120363284513553007@g.us,"innoport x 巫筆"
120363296086062642@g.us,"24/6 巫筆講座x 尊敬的老師們 🤩"
120363296569053125@g.us,"Unknown Group"
120363296944467509@g.us,"Alan x 巫筆launch "
120363299177531669@g.us,"AI 交流: 趙聿修x 巫筆"
120363301247115757@g.us,"巫筆 x HKACE AGM 15/6/24"
120363301736567990@g.us,"Mobut Prompt Team 💻📚"
120363310836928926@g.us,"V8 prompt 戰士隊 🗡️mandy group"
120363312554881959@g.us,"「巫筆VIP」湯老師"
120363313920834279@g.us,"Unknown Group"
120363315027010922@g.us,"巫筆 x 有線"
120363315573986712@g.us,"Unwire 訪問"
120363317658963645@g.us,"九龍灣聖若翰天主教小學 15/7 巫筆使用心得交流📚"
120363321873497419@g.us,"2024-2025 「巫筆」夥伴教師"
120363324744809957@g.us,"巫筆 x 燕京書院 夏麗珠校長"
120363324817464865@g.us,"「巫筆」x 新界婦孺福利會基督教銘恩小學"
120363326522057100@g.us,"健哥工作坊 💼"
120363326982834385@g.us,"「巫筆VIP」蘇老師"
120363329747608987@g.us,"「巫筆VIP」Alison"
120363330355344208@g.us,"巫筆 x Krates"
120363332216534887@g.us,"「巫筆VIP」Tam Ka Yan"
120363333437748125@g.us,"「巫筆VIP」譚老師"
120363333615253223@g.us,"「巫筆VIP」何珮明老師"
120363333997380762@g.us,"「巫筆VIP」Kelvin Yip"
120363334218541571@g.us,"「巫筆VIP」Filex Ho"
120363334659795191@g.us,"「巫筆VIP」陳瑞麗老師"
120363335277269347@g.us,"巫筆 x HKACE 2024 小學應用"
120363336343917237@g.us,"巫筆 Trial x HKUGAC"
120363343948383028@g.us,"「巫筆VIP」 EMILY"
120363344518870990@g.us,"巫筆 x HKACE 10月線上講座系列"
120363346309795044@g.us,"「巫筆VIP」李詠雯老師"
120363346452850297@g.us,"2024巫筆線上座談會 分享嘉賓"
120363348707178306@g.us,"巫筆 x Kin"
120363349721439712@g.us,"巫筆 x 民生小學 Trial"
120363349753190451@g.us,"巫筆 12 月分享會"
120363350870930573@g.us,"巫筆 x HKU NCS"
120363352290107352@g.us,"巫筆 x 香港電台電視節目《凝聚香港》"
120363352525711953@g.us,"巫筆 x Interleaf"
120363354122737954@g.us,"巫筆 x Talent Co-Op"
120363357000143832@g.us,"「巫筆VIP」Fiona"
120363362016229185@g.us,"巫筆 X 《太陽底下新鮮事》Kiki"
120363365449046231@g.us,"巫筆-spccps"
120363368358053004@g.us,"巫筆 Trial X 聖保羅男女中學附屬小學"
120363371479675160@g.us,"台灣🇹🇼x 巫筆"
120363374823384645@g.us,"巫筆 X Polyu KTEO"
120363382334920838@g.us,"譚sir是我們的巫筆 VIP"
120363385582320063@g.us,"Mobut Winter Prompting ❄️"
120363386279024838@g.us,"巫筆 Trial X Raymond 家長"
120363387178869951@g.us,"教大AI計劃 (Nursing EdUHK)"
120363390416954498@g.us,"Dominic Group"
120363395602662724@g.us,"Fiona help "
120363395996250106@g.us,"Hok Yi Claire Group "
120363397785252141@g.us,"Costumer Retention mobut"
120363398580092095@g.us,"trial AI compo"
120363398594893513@g.us,"SYU English "
120363399336152063@g.us,"巫筆 X PolyU"
120363399353461065@g.us,"4月 Talk Support Group"
120363399540557780@g.us,"LTE Expo 2-4/7"
120363399784475128@g.us,"巫筆 英文Trial X 沙田循道衞理中學"
120363400352731483@g.us,"巫筆 英文Trial X 宣道會鄭榮之中學"
120363400778863916@g.us,"巫筆 Trial X 獻主會聖馬善樂小學"
120363400937710085@g.us,"TT try 初中AI改文"
120363401161780487@g.us,"巫筆 英文Trial X 基督教香港信義會元朗信義中學"
120363401346909524@g.us,"巫筆 英文Trial X 禮賢會彭學高紀念中學"
120363401350440121@g.us,"巫筆 英文Trial X 寶血會上智英文書院"
120363401445249032@g.us,"巫筆 英文Trial X 鳳溪廖萬石堂中學"
120363401616094626@g.us,"巫筆 英文Trial X 香港布廠商會朱石麟中學"
120363401711002591@g.us,"巫筆 英文Trial X 中華基督教會基智中學"
120363401750992411@g.us,"巫筆 英文 Trial X 保良局第一張永慶中學"
120363401766440323@g.us,"巫筆 英文Trial X 東華三院郭一葦中學"
120363401804516872@g.us,"巫筆 英文Trial X 樂善堂梁銶琚書院"
120363401972377800@g.us,"巫筆 英文Trial X 香港真光中學"
120363402050037245@g.us,"巫筆 英文Trial X 九龍真光中學"
120363402337220937@g.us,"巫筆小學線上講座支援"
120363402482212165@g.us,"巫筆 英文Trial X 宣道會陳瑞芝紀念中學"
120363402561722086@g.us,"巫筆 英文Trial X 聖士提反女子中學"
120363402870711522@g.us,"巫筆 Trial X 青松侯寶垣小學"
120363402890632420@g.us,"巫筆 英文Trial X 中華基督教會譚李麗芬紀念中學"
120363402972648907@g.us,"巫筆 X 許老師"
120363403162108369@g.us,"巫筆 x Samuel sir pooikei"
120363403272448413@g.us,"巫筆 英文Trial X 基督教女青年會丘佐榮中學"
120363403456239350@g.us,"巫筆 澳門英文Trial X 澳門嘉諾撒聖心英文中學"
120363403512689853@g.us,"巫筆 英文Trial X 聖母書院"
120363403523619860@g.us,"巫筆 Trial X Jack 家長"
120363403545449390@g.us,"巫筆 英文Trial X 香港青年協會李兆基書院"
120363403576469583@g.us,"巫筆 Trial X 鳳溪第一小學"
120363403786894887@g.us,"巫筆 Trial X 聖公會將軍澳基德小學"
120363404167844685@g.us,"巫筆 Trial X 陳老師 及 龐老師"
120363404377714107@g.us,"巫筆 英文Trial X 粉嶺禮賢會中學"
120363404419836498@g.us,"巫筆 英文Trial X 旅港開平商會中學"
120363404510471105@g.us,"巫筆 英文Trial X 天主教崇德英文書院"
120363405364363087@g.us,"巫筆 英文Trial X 天主教伍華中學"
120363406540314831@g.us,"伍華課程 3月 導師支援"
120363408349347064@g.us,"伍華中四導師支援"
120363408748418692@g.us,"伍華巫筆導師支援"
120363417356462310@g.us,"巫筆 英文Trial X 香港中文大學校友會聯會張煊昌中學"
120363417429138132@g.us,"巫筆 Trial X 慈雲山聖文德天主教小學"
120363417438225952@g.us,"巫筆 x 信報 教育版"
120363417817646048@g.us,"巫筆 英文Trial X 迦密唐賓南紀念中學"
120363417964208330@g.us,"巫筆 英文Trial X 明愛馬鞍山中學"
120363417971407518@g.us,"English AI x Richie"
120363418193791837@g.us,"巫筆 英文Trial X 寶血女子中學"
120363418225390127@g.us,"巫筆 英文Trial X 循道中學"
120363418301311845@g.us,"巫筆 Trial X 南元朗官立小學"
120363418390268986@g.us,"展澳 x 巫筆"
120363418748967302@g.us,"伍華戲劇教育 導師支援"
120363418777242437@g.us,"巫筆 英文Trial X 地利亞修女紀念學校（協和二中）"
120363418882071448@g.us,"巫筆 Trial X 耀道小學"
120363418952406650@g.us,"林老師巫筆試用📝"
120363419030820203@g.us,"巫筆 英文Trial X 將軍澳官立中學"
120363419139482851@g.us,"巫筆網上講座支援 -8/5/2025 Thurs"
120363419479837532@g.us,"巫筆 英文Trial X 元朗天主教中學"
120363419495716485@g.us,"巫筆經驗總結會支援 - 2025/06/19 Thurs"
120363419579604820@g.us,"巫筆 英文Trial X 聖芳濟書院"
120363419594285777@g.us,"巫筆 英文Trial X 新生命教育協會平安福音中學"
120363419618439805@g.us,"Unknown Group"
120363419706210135@g.us,"巫筆 Trial X 將軍澳循道衛理小學"
120363419801398276@g.us,"Unknown Group"
120363419850208129@g.us,"巫筆 Trial X 基督教宣道會徐澤林紀念小學"
120363420045281941@g.us,"「巫筆 英文VIP」曾璧山（崇蘭）中學"
120363420289348651@g.us,"巫筆 英文Trial X 張振興伉儷書院"
120363420300238214@g.us,"巫筆 X PolyU 曾老師"
120363420348966522@g.us,"巫筆 英文Trial X 華英中學"
120363420415723584@g.us,"巫筆 英文Trial X 北角協同中學"
120363420506016006@g.us,"巫筆 Trial X 香港潮陽小學"
120363420539379126@g.us,"巫筆 英文Trial X 荃灣聖芳濟中學"
120363420988201752@g.us,"巫筆 Trial X 順德聯誼總會梁潔華小學"
120363421093577485@g.us,"巫筆 Trial x沙田官立小學"
120363421168502882@g.us,"巫筆 英文Trial X 保良局莊啟程預科書院"
120363421259125703@g.us,"巫筆 澳門小學Trial X 濠江中學附屬小學"
120363421353550029@g.us,"巫筆 英文Trial X 神召會康樂中學"
120363421438679186@g.us,"巫筆 英文Trial X 廖寶珊紀念書院"
120363421510929655@g.us,"巫筆 Trial X 聖公會聖馬太小學"
120363421607397427@g.us,"伍老師巫筆試用"
120363421611502847@g.us,"巫筆 英文Trial X 中華基督教會桂華山中學"
120363422166654273@g.us,"Unknown Group"
120363422358565019@g.us,"巫筆 Trial X 聖公會青衣主恩小學"
120363423208342998@g.us,"巫筆 英文Trial X 田家炳中學"
